answerKey,question,choices
E,Bart entered his horse into the contest.  Where did he do this?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['circus', 'in kentucky', 'western movie', 'central park',
       'state fair'], dtype=object)}"
A,From where does a snowflake form?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cloud', 'snow storm', 'billow', 'air', 'snowstorm'], dtype=object)}"
D,All the power tools like the drill used for fixing cars made for a very loud workplace where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'work shop', 'tool shed', 'repair shop', 'store room'],
      dtype=object)}"
E,"Applying for a job can make someone feel what sort of emotion, even if they get it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['working hard', 'frustration', 'rejection', 'defeat', 'stress'],
      dtype=object)}"
D,"A farmer sees a weasel in the woods, where is the farmer?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chicken coop', 'beach', 'fairytale', 'great outdoors',
       'corn fields'], dtype=object)}"
D,"He picked up the perfect pebble, he planned to skip it across the entire small what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manual', 'lake', 'aquarium', 'pond', 'playground'], dtype=object)}"
B,Traveling from new place to new place is likely to be what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going somewhere', 'exhilarating', 'diarrhea', 'relocation',
       'exhausting'], dtype=object)}"
C,Turkey only has a small northern part of their country located in part of the what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['middle east', 'oven', 'balkan peninsula', 'provide meat',
       'asia minor'], dtype=object)}"
E,Where might someone store a reusable shopping bag?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'home', 'mart', 'obesity', 'closet'], dtype=object)}"
E,The potato might be the official vegetable of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vegans', 'kitchen cupboard', 'restaurants', 'chicken', 'maryland'],
      dtype=object)}"
B,Where is the sky most beautiful?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['planetarium', 'outdoors', 'atmosphere', 'night', 'photo'],
      dtype=object)}"
B,What type of fruit is easily broken in to sections?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slide', 'citrus', 'band', 'orchestra', 'coconut'], dtype=object)}"
B,"Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excruciating pain', 'passing out', 'death', 'drunk', 'exhaustion'],
      dtype=object)}"
D,Billy liked driving cars.  He was good at it.  But he was rattled ever since his father experienced what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['transportation', 'pollution', 'stress', 'death', 'go somewhere'],
      dtype=object)}"
B,"I am cold, what should I do to stay warm?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stay in bed', 'light fire', 'freezer', 'lay on ice', 'spit'],
      dtype=object)}"
E,"Copulating with the wrong partner may be ill advised, many diseases can be transferred that can cause different types of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['intense pleasure', 'ejaculation', 'period of rest', 'enjoyment',
       'skin irritation'], dtype=object)}"
D,What do audiences clap for?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cinema', 'theatre', 'movies', 'show', 'hockey game'], dtype=object)}"
B,Where would you get a balalaika if you do not have one?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['orchestra', 'music store', 'buy music', 'make music', 'symphony'],
      dtype=object)}"
B,"Hoping for a beautiful day, what did the clouds do that disappointed everyone?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['homely', 'overcast', 'hideous', 'overrated', 'misshapen'],
      dtype=object)}"
A,What type of demands to the unions need to be making to go off strike?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reasonable', 'more money', 'not go to work', 'return to work',
       'union'], dtype=object)}"
E,"The landscaper was carefully arching stones together, he was creating an elaborate what over the creek?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'made from rocks', 'balloon', 'field', 'bridge'],
      dtype=object)}"
D,"John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['inappropriate', 'sadness', 'unsatisfied', 'unfortunate',
       'disenchanted'], dtype=object)}"
E,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['darkness', 'cumbersome', 'obesity', 'forceful', 'crucial'],
      dtype=object)}"
D,Where would you find a ticket booth and see a concert?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'indoors', 'movie theater', 'venue', 'auditorium'],
      dtype=object)}"
E,Who is not famous for a superhighway with no speed limit?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['europe', 'germany', 'industrialized country', 'city', 'america'],
      dtype=object)}"
E,"The low trickle of water revealed a stone, where was the stone found?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'gallbladder', 'driveway', 'river bed', 'creek bed'],
      dtype=object)}"
A,"No matter what date you put on it, we all know the universe to be what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['very old', 'infiniverse', 'getting younger', 'infinite', 'real'],
      dtype=object)}"
D,A meteor travels through galaxies which are a part of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['republic of ireland', 'sky', 'orbit', 'universe', 'school'],
      dtype=object)}"
C,What is a person considered a bully known for?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ridiculous', 'false information', 'made fun of', 'brain tumor',
       'bull rider'], dtype=object)}"
D,"She had an interest in the man, what did she want to do with him?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['see particular program', 'see exhibits', 'see people play game',
       'have conversation', 'watch film'], dtype=object)}"
E,Where is a drug kept in a home bathroom?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nursery', 'ghetto', 'cupboard', 'pharmacy', 'medicine cabinet'],
      dtype=object)}"
C,When cooking sheep meat a lot of people might want to be well?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ram', 'lamb', 'done', 'ram', 'wolf'], dtype=object)}"
D,Where would you sit in a chair while working toward an advanced degree?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aeroport', 'church', 'furniture store', 'university',
       'living room'], dtype=object)}"
D,Farm land makes use of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['countryside', 'michigan', 'north dakota', 'farming areas',
       'illinois'], dtype=object)}"
E,A good interview after applying for a job may cause you to feel what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['offer', 'income', 'rejection', 'hostile', 'hope'], dtype=object)}"
B,"Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['economic boom', 'advance knowledge', 'produce sound', 'teach',
       'follow instructions'], dtype=object)}"
B,"There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountains', 'countryside', 'train', 'painting', 'village'],
      dtype=object)}"
D,Where is knight always portrayed as a hero?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['middle ages', 'chess board', 'kids story', 'fairy tale', 'castle'],
      dtype=object)}"
B,James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library', 'transit', 'bus station', 'army barracks',
       'locker room'], dtype=object)}"
A,"James decided that competing was the right choice.   Not competing has a defined outcome, but if he competes then what could happen?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['might win', 'perform better', 'enemies', 'winners and losers',
       'lose'], dtype=object)}"
A,What could you use to get to some airplanes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['taxi', 'carry people', 'car', 'stall', 'crash'], dtype=object)}"
C,What happens when driving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lack of fuel', 'paint scratching', 'wheels turning', 'tire wear',
       'traffic accident'], dtype=object)}"
B,What are our bodies doing after having food?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'digesting', 'gas', 'weight gain', 'not hungry'],
      dtype=object)}"
D,Why would one try to avoid work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['making money', 'leave home', 'success', 'malaise', 'bad mood'],
      dtype=object)}"
A,What do you do in order to fly in airplane?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy tickets', 'passenger', 'read', 'add gas',
       'run through checklists'], dtype=object)}"
A,What is another name for the color of the fur of a dog with light colored fur?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fair', 'basket', 'dog hair', 'game', 'sun'], dtype=object)}"
E,Sally was bored because she didn't like the junk that was on what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drawer', 'garage', 'caddy', 'bed', 'television'], dtype=object)}"
D,"The lion sensed his competitor was timid, so what attitude did the lion take?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reckless', 'bellicose', 'defensive', 'aggressive', 'dauntless'],
      dtype=object)}"
D,John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pet shops', 'oklahoma', 'basement', 'bedroom', 'dreams'],
      dtype=object)}"
B,Where can you find a place to eat in an urban area close to local nightlife?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'downtown', 'mall', 'shopping center', 'own house'],
      dtype=object)}"
E,"You have to a lot of thinking while studying a new subject, but it is how you gain what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fatigue', 'depression', 'best way', 'weight', 'knowledge'],
      dtype=object)}"
E,How will you communicate if you are far away from who you want to communicate with?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['think', 'talk with people', 'talk to people', 'speak out',
       'send email'], dtype=object)}"
E,Why would you not trust your friends after chatting with friends?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fever', 'smoke', 'laughing', 'coughing', 'lie'], dtype=object)}"
C,"He came from old money and had a fortune, but he made new money making shrewd trades where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat cake', 'cookie', 'stock market', 'real estate',
       'treasure chest'], dtype=object)}"
C,Animals make up a large part of the?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carrying cargo', 'favorite', 'ecosystem', 'nature', 'ecology'],
      dtype=object)}"
E,At a shop what can you buy to put your spare unused things?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'cardboard box', 'ocean floor', 'high school',
       'container'], dtype=object)}"
A,"A person with digestion issues eats a meat-filled breakfast, what does he feel?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['heartburn', 'overeating', 'happiness', 'being satisfied',
       'gain energy'], dtype=object)}"
E,What is a prisoner sentenced to do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['scape jail', 'dream of freedom', 'become a hairdresser',
       'attempt to escape', 'do time'], dtype=object)}"
E,Jesse  enjoyed remembering the past because he helped him understand it.  And understanding the past helped him with doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['phoning', 'nostalgia', 'writing down', 'active', 'being prepared'],
      dtype=object)}"
